SKN,Name,Lat_DD,Lon_DD,LatDeg,LatMin,LatSec,LonDeg,LonMin,LonSec,NorthingY,EastingX,ElevFT,ElevM,Observer,MinYear,MaxYear,StationStatus,DataSources
450.7,Oopuola Gulch 3,20.85179275,-156.2105233,20,51,6.5,156,12,37.9,2308261.882,790278.42,2000,610,EMI,1937,1943,Discontinued,State
450.8,Puohakamoa Gch 2,20.84345997,-156.1971908,20,50,36.5,156,11,49.9,2307362.992,791682.738,1930,588,EMI,1930,1933,Discontinued,State
451,Honomanu-USGS,20.8329051,-156.1855249,20,49,58.5,156,11,7.9,2306215.023,792917.965,1790,546,USGS-EMI,1964,1982,Discontinued,State
453.1,Kaanapali Ap,20.92929148,-156.6930057,20,55,45.4,156,41,34.8,2316048.25,739924.533,8,2,AMFAC,1968,1986,Discontinued,State
457.1,Puukolii 457.1,20.926,-156.661,20,55,33.6,156,39,39.6,2315732.002,743259.781,420,128,NCDC,1986,Present,Current,NCDC
458.1,Field 31C,20.9670647,-156.666616,20,58,1.4,156,39,59.8,2320271.028,742609.22,350,107,PIONEER MILL,1964,1981,Discontinued,State
462.2,Field 33,20.96178692,-156.6538387,20,57,42.4,156,39,13.8,2319705.989,743946.838,680,207,PIONEER MILL,1950,1968,Discontinued,State
462.3,Field 34 Makai,20.97511979,-156.666616,20,58,30.4,156,39,59.8,2321163.058,742596.211,275,84,PIONEER MILL,1967,1980,Discontinued,State
465.1,Mahinahina Camp*,20.96,-156.66,20,57,36,156,39,36,2319498.721,743308.83,732,223,Hydronet,1991,Present,Current,Hydronet
466,Mahinahina,20.94678808,-156.6555055,20,56,48.4,156,39,19.8,2318042.453,743797.777,715,218,PIONEER MILL,1914,Present,Current,"NCDC, State, State/NCDC"
467.01,Horner Reservoir 467.01,20.922,-156.648,20,55,19.2,156,38,52.8,2315308.823,744618.868,1266,386,NCDC_Daily,2001,2004,Discontinued,NCDC_Daily
470.1,Napili Kai Bhclb,20.96234279,-156.6666161,20,57,44.4,156,39,59.8,2319748.119,742616.833,26,8,J C MILLAR,1971,1976,Discontinued,State
472.1,Honokowai Gulch,20.9301228,-156.6305069,20,55,48.4,156,37,49.8,2316235.16,746425.712,1500,457,PIONEER MILL,1911,1917,Discontinued,State
472.2,Honokowai Power,20.94678797,-156.6471725,20,56,48.4,156,38,49.8,2318055.152,744664.669,1200,366,PIONEER MILL,1911,1918,Discontinued,State
477.1,Honokohau Ridge,20.95845371,-156.6005074,20,57,30.4,156,36,1.8,2319419.092,749500.003,2300,701,PIONEER MILL,1913,1931,Discontinued,State
481.1,Puu Kukui Upp 1,20.89512516,-156.5971751,20,53,42.5,156,35,49.8,2312410.983,749951.763,4450,1357,PIONEER MILL,1923,1939,Discontinued,State
481.2,Puu Kukui Upp 2,20.90512438,-156.5888419,20,54,18.4,156,35,19.8,2313531.349,750802.366,5000,1524,PIONEER MILL,1911,1923,Discontinued,State
481.4,Mount Eke,20.91345705,-156.5805086,20,54,48.4,156,34,49.8,2314467.208,751655.645,4500,1372,HONOLUA RANCH,1913,1918,Discontinued,State
482.1,Kahakuloa,20.9787294,-156.5513422,20,58,43.4,156,33,4.8,2321742.031,754580.162,1000,305,LIBBY,1922,1932,Discontinued,State
482.2,Maluhia,20.95373111,-156.5332876,20,57,13.4,156,31,59.8,2319002.35,756500.79,1100,335,BOY SCOUTS OF AMER,1966,1967,Discontinued,State
485.2,Hamakuapoko,20.88012468,-156.3305179,20,52,48.4,156,19,49.9,2311187.943,777732.485,800,244,WW GOODALE,1884,1897,Discontinued,State
486.3,Haiku Old Camp,20.91178758,-156.3221844,20,54,42.4,156,19,19.9,2314709.433,778541.469,540,165,BD OF A&F,1955,1963,Discontinued,State
486.4,Haiku Kuiaha,20.9151205,-156.3155179,20,54,54.4,156,18,55.9,2315090.194,779229.108,525,160,BOB MCGRATH,1973,1974,Discontinued,State
486.5,Field 108,20.92622969,-156.3427391,20,55,34.4,156,20,33.9,2316273.481,776375.745,220,67,HC!S,1951,1952,Discontinued,State
487.2,Field 218,20.93345036,-156.3271839,20,56,0.4,156,19,37.9,2317100.17,777981.146,200,61,MAUI LAND&PINE,1967,2004,Discontinued,State
488,Haiku Nursery,20.92289706,-156.3205176,20,55,22.4,156,19,13.9,2315942.844,778694.381,450,137,BD OF A&F,1937,1953,Discontinued,State
488.1,Haiku 825,20.90012256,-156.3221846,20,54,0.4,156,19,19.9,2313417.389,778563.012,825,252,ISLAND PINE,1923,1939,Discontinued,State
488.2,Field 6-Rd,20.90178911,-156.2860748,20,54,6.4,156,17,9.9,2313665.118,782318.352,900,274,ISLAND PINE,1929,1935,Discontinued,State
488.4,Kaupakalua,20.89678976,-156.2916301,20,53,48.4,156,17,29.9,2313101.6,781749.478,1050,320,EAST MAUI IRRIG,1920,1938,Discontinued,State
488.6,Peahi,20.90734396,-156.2696865,20,54,26.4,156,16,10.9,2314309.341,784013.655,830,253,BERNARD KIPLINGER,1976,1978,Discontinued,State
489,Haiku*,20.93,-156.32,20,55,48,156,19,12,2316730.485,778735.093,326,99,Hydronet,1991,Present,Current,Hydronet
490.2,Pauwela,20.93011772,-156.3205175,20,55,48.4,156,19,13.9,2316742.623,778681.023,360,110,ISLAND PINE,1926,1934,Discontinued,State
490.3,Field 31,20.89179021,-156.3121851,20,53,30.4,156,18,43.9,2312511.872,779619.248,1050,320,HC&S,1948,1950,Discontinued,State
490.6,Kuiaha Expt Sta,20.89845621,-156.3013521,20,53,54.4,156,18,4.9,2313269.138,780734.441,920,280,UH HAW AGR EXPT STA,1976,1977,Discontinued,State
490.7,Kuiaha 490.7,20.889,-156.298,20,53,20.4,156,17,52.8,2312227.602,781100.975,1117,341,NCDC_Daily,1993,Present,Current,NCDC_Daily
491.1,Field 7-06,20.92345276,-156.293852,20,55,24.4,156,17,37.9,2316051.006,781468.385,520,159,ISLAND PINE,1926,1930,Discontinued,State
492,Kapalaalaea,20.92011983,-156.2555202,20,55,12.4,156,15,19.9,2315749.643,785463.895,400,122,HALEAKALA RANCH,1936,Present,Current,State
492.1,Field 30,20.9184536,-156.2638533,20,55,6.4,156,15,49.9,2315550.258,784599.791,600,183,HC&S,1948,1950,Discontinued,State
492.2,Halehaku 492.2,20.91,-156.282,20,54,36,156,16,55.2,2314581.775,782727.068,694,212,NCDC_Daily,1991,2006,Discontinued,NCDC_Daily
492.4,Field 4-06,20.91345422,-156.2971853,20,54,48.4,156,17,49.9,2314937.675,781140.16,650,198,ISLAND PINE,1935,1935,Discontinued,State
492.5,Halehaku,20.91456529,-156.2830191,20,54,52.4,156,16,58.9,2315085.653,782612.436,770,235,PHIL SCOTT,1966,1971,Discontinued,State
492.6,Kaupakulua Res,20.9117878,-156.2921855,20,54,42.4,156,17,31.9,2314761.872,781663.634,640,195,EMI,1971,1972,Discontinued,State
495.1,Honokohau Gulch,20.98011875,-156.5955072,20,58,48.4,156,35,43.8,2321826.199,749984.099,760,232,PIONEER MILL,1907,1913,Discontinued,State
499.12,Kealialalo,20.54361111,-156.6408333,20,32,37,156,38,27,2273416.953,745975.698,825,252,RAWS,2001,Present,Current,RAWS
499.6,Kahoolawe 499.6,20.554,-156.562,20,33,14.4,156,33,43.2,2274688.325,754181.668,1242,379,NCDC_Daily,1989,Present,Current,NCDC_Daily
501,Gage 31,21.12515465,-157.2638512,21,7,30.6,157,15,49.9,2336983.703,680305.608,275,84,LIBBY,1948,1954,Discontinued,State
502,Gage 30,21.14182081,-157.2591282,21,8,30.6,157,15,32.9,2338834.223,680776.003,250,76,LIBBY,1947,1954,Discontinued,State
503.1,Gage 21,21.11793202,-157.2407958,21,7,4.6,157,14,26.9,2336210.4,682709.406,645,197,LIBBY,1927,1940,Discontinued,State
504,Gage 32,21.10515467,-157.2471853,21,6,18.6,157,14,49.9,2334788.452,682061.236,440,134,LIBBY,1947,1954,Discontinued,State
505.1,Gage 20,21.13515358,-157.2327396,21,8,6.6,157,13,57.9,2338126.343,683525.11,580,177,LIBBY,1927,1940,Discontinued,State
505.2,Gage 28,21.14015323,-157.2255172,21,8,24.6,157,13,31.9,2338688.238,684269.13,700,213,LIBBY,1935,1940,Discontinued,State
511.2,Gage 1,21.12182009,-157.2071845,21,7,18.6,157,12,25.9,2336679.874,686196.233,1060,323,LIBBY,1923,1940,Discontinued,State
513.3,Gage 2,21.14820798,-157.2013505,21,8,53.5,157,12,4.9,2339608.26,686769.202,750,229,LIBBY,1923,1940,Discontinued,State
521.1,F329,21.14404001,-157.1132964,21,8,38.5,157,6,47.9,2339252.941,695920.502,390,119,DEL MONTE,1968,1975,Discontinued,State
524.1,Fld 82,21.16348296,-157.0913512,21,9,48.5,157,5,28.9,2341432.917,698174.088,545,166,PACIFIC PINEAPPLE,1949,1955,Discontinued,State
525,Green Flat,21.13570597,-157.0927412,21,8,8.5,157,5,33.9,2338355.702,698066.677,300,91,CPC,1948,1966,Discontinued,State
525.1,Field 328,21.14209476,-157.0810743,21,8,31.5,157,4,51.9,2339077.671,699270.061,448,137,CPC,1966,1978,Discontinued,State
526.1,Field 315A,21.13709486,-157.0663525,21,8,13.5,157,3,58.9,2338542.625,700806.012,450,137,CPC,1949,1954,Discontinued,State
527.2,Shop,21.162094,-157.043019,21,9,43.5,157,2,34.9,2341340.286,703195.729,860,262,PACIFIC PINEAPPLE,1950,1954,Discontinued,State
527.3,Fld 4A,21.16820416,-157.0507954,21,10,5.5,157,3,2.9,2342006.876,702379.751,810,247,PACIFIC PINEAPPLE,1953,1955,Discontinued,State
527.4,Fld 146,21.158761,-157.07024,21,9,31.5,157,4,12.9,2340936.62,700373.027,605,184,PACIFIC PINEAPPLE,1949,1955,Discontinued,State
528.1,Block 2,21.15181659,-157.078296,21,9,6.5,157,4,41.9,2340157.572,699545.624,500,152,CPC,1956,1968,Discontinued,State
531.1,Kualapuu Res,21.15042745,-157.0480181,21,9,1.5,157,2,52.9,2340042.139,702692.406,800,244,DOWALD,1970,1983,Discontinued,State
534.1,Field 310,21.14848301,-157.0207955,21,8,54.5,157,1,14.9,2339861.858,705522.698,600,183,DEL MONTE,1966,1983,Discontinued,State
536.1,Kanoa,21.068487,-156.958854,21,4,6.6,156,57,31.9,2331085.652,712070.455,40,12,MOLOKAI RANCH,1950,1957,Discontinued,State
536.2,Manawainui,21.11126225,-157.0816319,21,6,40.5,157,4,53.9,2335663.176,699253.354,20,6,MOLOKAI RANCH,1957,1961,Discontinued,State
536.3,Oliwai,21.10848466,-157.0688543,21,6,30.5,157,4,7.9,2335371.707,700584.621,75,23,MOLOKAI RANCH,1950,1964,Discontinued,State
537,Poholua,21.14126109,-156.9702405,21,8,28.5,156,58,12.9,2339128.51,710784.221,2150,655,MOLOKAI RANCH,1933,1947,Discontinued,State
537.1,Kakalehale,21.13292807,-156.9963512,21,7,58.5,156,59,46.9,2338171.39,708083.517,1230,375,MOLOKAI RANCH,1957,1983,Discontinued,State
537.2,Makakupaia,21.1068165,-156.9438523,21,6,24.5,156,56,37.9,2335349.815,713574.773,2400,732,MOLOKAI RANCH,1957,1964,Discontinued,State
537.4,New Reservoir,21.13848307,-156.956352,21,8,18.5,156,57,22.9,2338839.413,712230.912,2750,838,MOLOKAI RANCH,1976,1989,Discontinued,State
538,Molokai 1,21.115,-156.9475,21,6,54,156,56,51,2336251.055,713184.064,2733,833,RAWS,2003,Present,Current,RAWS
539,Waikolu Valley,21.14194444,-156.9222222,21,8,31,156,55,20,2339268.693,715771.392,500,152,RAWS,1993,1999,Discontinued,RAWS
540.1,Waikolu,21.14209259,-156.9188535,21,8,31.5,156,55,7.9,2339289.68,716121.122,900,274,USGS,1999,2003,Discontinued,USGS
541,Kawela,21.10848192,-156.9021865,21,6,30.5,156,54,7.9,2335590.766,717901.65,3650,1113,MOLOKAI RANCH,1946,1979,Discontinued,State
542.11,Kamalo*,21.06,-156.87,21,3,36,156,52,12,2330266.775,721317.857,29,9,Hydronet,1992,Present,Current,Hydronet
542.2,Halawa,21.16346229,-156.7471828,21,9,48.5,156,44,49.9,2341899.527,733921.624,200,61,DK KALAAU,1930,1934,Discontinued,State
542.3,Mapulehu Mauka,21.06847805,-156.8238555,21,4,6.5,156,49,25.9,2331270.376,726101.388,650,198,CC CONRADT,1907,1912,Discontinued,State
542.4,Kamalo,21.05681809,-156.8638521,21,3,24.5,156,51,49.9,2329922.992,721961.598,60,18,FH FOSTER,1923,1928,Discontinued,State
542.5,Puu Kahea,21.13347429,-156.7788563,21,8,0.5,156,46,43.9,2338532.358,730678.035,2340,713,PUUOHOKU RANCH,1933,1934,Discontinued,State
542.6,Kamalo Mauka,21.05570736,-156.8721855,21,3,20.5,156,52,19.9,2329788.414,721097.04,60,18,WT CARSTEN,1965,1970,Discontinued,State
543,Pelekunu Ridge,21.1320925,-156.8766321,21,7,55.5,156,52,35.9,2338240.43,720521.979,700,213,USGS,1939,1993,Discontinued,State
543.1,Puuhoikaweea,21.13055556,-156.875,21,7,50,156,52,30,2338072.51,720693.815,840,256,RAWS,1995,1997,Discontinued,RAWS
545,Mapulehu Mauka,21.07264145,-156.8030215,21,4,21.5,156,48,10.9,2331761.129,728260.47,110,34,HSPA,1969,1972,Discontinued,State
545.1,Pukoo Kai,21.07180733,-156.7960768,21,4,18.5,156,47,45.9,2331678.735,728983.55,0,0,DAVIS MARIAM,1970,1976,Discontinued,State
546,Puu Alii West,21.13,-156.9169444,21,7,48,156,55,1,2337953.28,716337.003,3321,1013,RAWS,1993,1997,Discontinued,RAWS
550.2,Kipuhi Sheraton,21.19265034,-157.2430152,21,11,33.5,157,14,34.9,2344480.178,682387.269,140,43,SHERATON HOTEL,1979,1983,Discontinued,State
551.4,Moomomi Makai,21.19320421,-157.1607946,21,11,35.5,157,9,38.9,2344638.388,690923.76,20,6,MOLOKAI RANCH,1959,1974,Discontinued,State
554.1,Fld 18,21.17959383,-157.1255178,21,10,46.5,157,7,31.9,2343174.388,694604.551,350,107,PACIFIC PINEAPPLE,1950,1955,Discontinued,State
555.1,Fld 126 E,21.1695946,-157.118018,21,10,10.5,157,7,4.9,2342076.506,695396.512,380,116,PACIFIC PINEAPPLE,1954,1955,Discontinued,State
556.2,Gage 43,21.18042683,-157.1138512,21,10,49.5,157,6,49.9,2343280.987,695814.979,400,122,LIBBY,1960,1975,Discontinued,State
556.3,Fld 126,21.17653825,-157.1107956,21,10,35.5,157,6,38.9,2342854.223,696137.419,485,148,PACIFIC PINEAPPLE,1949,1955,Discontinued,State
556.4,Fld 99,21.18153722,-157.0913511,21,10,53.5,157,5,28.9,2343431.897,698150.038,550,168,PACIFIC PINEAPPLE,1954,1954,Discontinued,State
556.5,Fld 102,21.1823706,-157.09524,21,10,56.5,157,5,42.9,2343519.312,697745.085,510,155,PACIFIC PINEAPPLE,1949,1954,Discontinued,State
557.1,Block 7,21.17237153,-157.0935733,21,10,20.5,157,5,36.9,2342414.289,697931.476,550,168,CPC,1956,1968,Discontinued,State
557.2,Fld 74,21.16959347,-157.0771844,21,10,10.5,157,4,37.9,2342127.249,699637.228,580,177,PACIFIC PINEAPPLE,1954,1955,Discontinued,State
558.3,Block 10,21.17403712,-157.0566286,21,10,26.5,157,3,23.9,2342645.281,701766.02,600,183,CPC,1964,1978,Discontinued,State
559.1,Mimo,21.17487018,-157.0241283,21,10,29.5,157,1,26.9,2342779.234,705140.126,1230,375,MOLOKAI RANCH,1950,1958,Discontinued,State
559.2,Field 452,21.17181513,-157.0055174,21,10,18.5,157,0,19.9,2342465.164,707077.191,1450,442,CPC,1949,1956,Discontinued,State
559.4,Meyer Lake,21.16348251,-156.9805182,21,9,48.5,156,58,49.9,2341575.385,709685.276,2020,616,USGS,1930,1930,Discontinued,State
559.5,Kalae Lake,21.164872,-156.976352,21,9,53.5,156,58,34.9,2341734.753,710116.029,2112,644,MOLOKAI RANCH,1960,1967,Discontinued,State
559.6,Kepali,21.16264921,-156.9805182,21,9,45.5,156,58,49.9,2341483.117,709686.451,2050,625,MOLOKAI RANCH,1960,1975,Discontinued,State
562.1,Field 455,21.17459243,-157.0221839,21,10,28.5,157,1,19.9,2342750.998,705342.442,1200,366,CPC,1929,1967,Discontinued,State
671,Laboratory,20.82350353,-156.9188649,20,49,24.6,156,55,7.9,2304013.193,716578.972,1600,488,HAWAIIAN PINE,1948,1966,Discontinued,State
672.1,Lanai City*,20.83,-156.92,20,49,48,156,55,12,2304730.991,716451.517,1634,498,Hydronet,1991,Present,Current,Hydronet
679,Lanai 1,20.87333333,-157.0063889,20,52,24,157,0,23,2309415.183,707399.373,1270,387,RAWS,2003,Present,Current,RAWS
681.1,562,20.77323021,-156.8910815,20,46,23.6,156,53,27.9,2298484.212,719544.09,1200,366,DOLE,1960,1975,Discontinued,State
684.1,Waiopaa,20.80878588,-156.880808,20,48,31.6,156,52,50.9,2302435.194,720562.244,2125,648,DOLE,1914,1919,Discontinued,State
685.1,563,20.797961,-156.879142,20,47,52.7,156,52,44.9,2301238.866,720751.463,2000,610,DOLE,1960,1975,Discontinued,State
687,R-10,20.82545105,-156.8899768,20,49,31.6,156,53,23.9,2304267.955,719583.482,2750,838,PRI,1962,1965,Discontinued,State
689,R-12,20.82100837,-156.8769209,20,49,15.6,156,52,36.9,2303793.886,720949.118,2700,823,DOLE,1962,1975,Discontinued,State
697,R-13,20.85933758,-156.899426,20,51,33.6,156,53,57.9,2308007.24,718550.835,1500,457,DOLE,1962,1975,Discontinued,State
698,R-14,20.8435048,-156.9008125,20,50,36.6,156,54,2.9,2306252.245,718429.403,1750,534,DOLE,1962,1976,Discontinued,State
700.1,Field 9,21.33017204,-158.0305884,21,19,48.6,158,1,50.1,2358998.761,600530.12,25,8,EWA PLANTATION,1966,1972,Discontinued,State
701.1,Fort De Russy 701.1,21.283,-157.833,21,16,58.8,157,49,58.8,2353916.095,621061.044,3,1,NCDC_Daily,1958,1958,Discontinued,NCDC_Daily
702.1,Ewa MCAS,21.32517399,-158.0472555,21,19,30.6,158,2,50.1,2358434.987,598804.932,40,12,USMC,1941,1949,Discontinued,State
702.3,Ewa Beach,21.3135043,-157.9922552,21,18,48.6,157,59,32.1,2357178.768,604517.455,5,2,MB HARADA,1948,1948,Discontinued,State
702.4,Halehoku,21.32461584,-158.0091996,21,19,28.6,158,0,33.1,2358397.553,602752.216,20,6,MIKE MORROW,1966,1976,Discontinued,State
702.6,Ewa Beach,21.311554,-158.006421,21,18,41.6,158,0,23.1,2356953.563,603049.512,5,2,H CHING,1979,1988,Discontinued,State
704.1,Farrington High,21.33016799,-157.8722561,21,19,48.6,157,52,20.1,2359107.637,616950.992,50,15,FARRINGTON HS,1955,1960,Discontinued,State
704.11,Press Bldg,21.30239152,-157.8561458,21,18,8.6,157,51,22.1,2356045.02,618644.166,5,2,STAR BULLETIN,1969,1975,Discontinued,State
704.12,Alewa Mauka,21.3429446,-157.846145,21,20,34.6,157,50,46.1,2360541.543,619648.708,1000,305,J CHANG,1970,1988,Discontinued,State
704.2,Bishop Museum Pk,21.33127901,-157.8703117,21,19,52.6,157,52,13.1,2359232.064,617151.77,5,2,DAHLGREN JA,1953,1961,Discontinued,State
704.9,Alewa Hts,21.33016769,-157.857812,21,19,48.6,157,51,28.1,2359118.399,618449.042,240,73,R CHUN,1968,1974,Discontinued,State
705.1,Craigside,21.32211236,-157.849479,21,19,19.6,157,50,58.1,2358233.017,619319.802,160,49,DAVIS GC,1948,1957,Discontinued,State
705.11,Foster Gardens,21.31627955,-157.8583678,21,18,58.6,157,51,30.1,2357580.658,618402.538,10,3,HONO BOTANICAL GARDN,1973,1981,Discontinued,State
705.12,Aloha Tower*,21.3,-157.86,21,18,0,157,51,36,2355777.4,618246.271,125,38,Hydronet,1991,Present,Current,Hydronet
705.3,Us Exp Station,21.32127903,-157.8472568,21,19,16.6,157,50,50.1,2358142.457,619550.963,5,2,US EXP STATION,1902,1910,Discontinued,State
705.5,Honolulu,21.29683603,-157.8472575,21,17,48.6,157,50,50.1,2355436.778,619570.675,15,5,F BROWN,1890,1901,Discontinued,State
705.6,Honolulu-Smith,21.29655801,-157.837813,21,17,47.6,157,50,16.1,2355413.193,620550.652,10,3,SMITH CAPT D,1873,1877,Discontinued,State
705.7,Hono Pauoa Vall,21.31350185,-157.8530902,21,18,48.6,157,51,11.1,2357277.16,618952.187,50,15,BISHOP REV SE,1890,1902,Discontinued,State
705.8,Hono Miller&Ber,21.30628018,-157.8572569,21,18,22.6,157,51,26.1,2356474.631,618525.788,50,15,MCKIBBIN DR R,1877,1894,Discontinued,State
705.9,Hono Nuuanu&Ber,21.31155767,-157.8594789,21,18,41.6,157,51,34.1,2357057.144,618291.073,20,6,ROOKE DR,1837,1838,Discontinued,State
706,Pacific Heights,21.32655639,-157.83809,21,19,35.6,157,50,17.1,2358733.612,620497.439,680,207,BWS,1926,1951,Discontinued,State
706.1,Punchbowl,21.31350172,-157.847257,21,18,48.6,157,50,50.1,2357281.559,619557.24,140,43,H BESS,1948,1948,Discontinued,State
706.2,Hono College Hil,21.3135014,-157.8305903,21,18,48.6,157,49,50.1,2357294.259,621286.011,175,53,SE BISHOP,1903,1908,Discontinued,State
706.4,Makiki Reservoir,21.31433481,-157.837257,21,18,51.6,157,50,14.1,2357381.396,620593.819,150,46,LITTLE JM,1892,1904,Discontinued,State
707.1,Oahu College,21.30377967,-157.8305905,21,18,13.6,157,49,50.1,2356218.123,621293.973,80,24,LYONS AB,1889,1895,Discontinued,State
707.4,Maryknoll School 707.4,21.301,-157.833,21,18,3.6,157,49,58.8,2355908.579,621046.305,49,15,NCDC_Daily,1997,1997,Discontinued,NCDC_Daily
708,Tantalus,21.32516743,-157.8289234,21,19,30.6,157,49,44.1,2358586.903,621449.315,1050,320,BWS,1948,1955,Discontinued,State
709.2,Pensacola Exp S,21.31044619,-157.8400349,21,18,37.6,157,50,24.1,2356948.828,620308.848,110,34,UH EXP STA,1938,1942,Discontinued,State
710.2,Puu Makani,21.31683429,-157.8161458,21,19,0.6,157,48,58.1,2357674.376,622781.516,1000,305,JAMES CASE,1976,1983,Discontinued,State
711,Dole-Pri,21.29711306,-157.8183684,21,17,49.6,157,49,6.1,2355489.62,622567.34,75,23,PRI,1937,1967,Discontinued,State
711.2,Fort Derussy,21.28017,-157.833369,21,16,48.6,157,50,0.1,2353602.55,621025.076,10,3,CAPITAL INVESTMENT,1958,1958,Discontinued,State
711.6,Kanewai Fld,21.29322222,-157.8127222,21,17,35.6,157,48,45.8,2355063.326,623156.308,38,12,USGS,1999,Present,Current,USGS
711.7,H-1,21.28944444,-157.8155556,21,17,22,157,48,56,2354642.938,622865.508,20,6,USGS,2005,Present,Current,USGS
712,Manoa-Keller,21.3068348,-157.8175349,21,18,24.6,157,49,3.1,2356566.408,622645.736,180,55,KELLER DR A,1919,1975,Discontinued,State
712.2,Oahu Avenue,21.31572312,-157.8111459,21,18,56.6,157,48,40.1,2357555.28,623301.056,230,70,KORTE A,1946,1960,Discontinued,State
712.3,Manoa Road,21.31016795,-157.8167015,21,18,36.6,157,49,0.1,2356936.017,622729.417,300,91,SHERRETZ L,1957,1958,Discontinued,State
712.4,Puuhonua,21.31183452,-157.8155903,21,18,42.6,157,48,56.1,2357121.363,622843.294,320,98,MORDY WA,1948,1949,Discontinued,State
712.5,Liloa Rise,21.31683416,-157.8103126,21,19,0.6,157,48,37.1,2357678.918,623386.561,190,58,UNKNOWN,1939,1943,Discontinued,State
713.1,Manini Way,21.28850196,-157.7922579,21,17,18.6,157,47,32.1,2354556.933,625283.301,425,130,MCBRIDE OC,1937,1942,Discontinued,State
713.4,Waialaenui R Upp,21.29683462,-157.7772577,21,17,48.6,157,46,38.1,2355491.304,626832.349,1040,317,DAVIES MRS JS,1976,1983,Discontinued,State
714.2,Kaliula,21.32016749,-157.815868,21,19,12.6,157,48,57.1,2358043.56,622807.558,1180,360,WR CASTLE,1902,1926,Discontinued,State
714.4,Kukui Malu,21.32544489,-157.814479,21,19,31.6,157,48,52.1,2358628.822,622947.232,1350,412,MYRON KERNER,1968,1975,Discontinued,State
715.1,Waialae Kahala,21.27350261,-157.7872584,21,16,24.6,157,47,14.1,2352900.561,625814.731,40,12,EJ ANDERSON,1954,1955,Discontinued,State
715.3,Kaimuki-Dorr,21.28350242,-157.802258,21,17,0.6,157,48,8.1,2353995.604,624250.044,140,43,DORR R,1968,1972,Discontinued,State
715.4,Leahi Hospital,21.27322517,-157.8019806,21,16,23.6,157,48,7.1,2352858.189,624287.457,210,64,TURBAN E,1971,1971,Discontinued,State
716.1,Woodlawn,21.31350082,-157.8022572,21,18,48.6,157,48,8.1,2357316.264,624224.909,250,76,MRS W CARTER,1948,1962,Discontinued,State
716.11,Woodlawn-Woolsey,21.30711232,-157.8047573,21,18,25.6,157,48,17.1,2356607.123,623970.943,380,116,DR F LAEMMLEN,1971,1972,Discontinued,State
716.13,St Louis Hts Upp,21.30572338,-157.7980907,21,18,20.6,157,47,53.1,2356458.632,624663.652,1090,332,UH ENGRG DEPT (FOR),1972,1973,Discontinued,State
716.14,St Louis Hts Mid,21.29933495,-157.8047575,21,17,57.6,157,48,17.1,2355746.21,623977.448,625,191,UH ENGRG DEP FOR,1972,1973,Discontinued,State
716.18,Pukele Stream,21.30683423,-157.7880907,21,18,24.6,157,47,17.1,2356589.538,625700.034,345,105,USGS,2004,2005,Discontinued,USGS
716.2,Manoa,21.32516687,-157.8039236,21,19,30.6,157,48,14.1,2358606.322,624042.256,300,91,CS DESKY,1898,1918,Discontinued,State
716.3,Manoa Upper,21.32405572,-157.7994791,21,19,26.6,157,47,58.1,2358486.83,624504.171,340,104,USGS,1915,1922,Discontinued,State
716.4,Manoa Valley,21.30211275,-157.8144795,21,18,7.6,157,48,52.1,2356046.085,622966.607,100,30,KIDWELL J,1891,1896,Discontinued,State
716.5,Manoa Waena,21.31655635,-157.8086459,21,18,59.6,157,48,31.1,2357649.472,623559.672,220,67,BISHOP ESTATE,1922,1931,Discontinued,State
716.6,Rhodes Gardens,21.3240558,-157.8028125,21,19,26.6,157,48,10.1,2358484.208,624158.432,300,91,RHODES HJ,1902,1910,Discontinued,State
716.7,Waahila,21.3101675,-157.7944795,21,18,36.6,157,47,40.1,2356953.433,625034.489,1220,372,BWS,1926,1940,Discontinued,State
716.8,Woodlawn-BWS,21.32322218,-157.7889237,21,19,23.6,157,47,20.1,2358402.941,625599.685,1450,442,BWS,1939,1941,Discontinued,State
717.1,Kapiolani Park,21.26655931,-157.8139251,21,15,59.6,157,48,50.1,2352110.963,623053.695,10,3,MCCALLUM H,1890,1904,Discontinued,State
717.3,Diamond Head 1,21.26350355,-157.7989252,21,15,48.6,157,47,56.1,2351784.47,624612.655,200,61,HAWAII NAT GUARD,1957,1957,Discontinued,State
717.4,Diamond Head 2,21.26017065,-157.8055918,21,15,36.6,157,48,20.1,2351410.293,623923.704,10,3,HAWAII NAT GUARD,1957,1957,Discontinued,State
717.7,Waikiki Kalakaua,21.26044879,-157.8192028,21,15,37.6,157,49,9.1,2351430.464,622511.139,0,0,TOM LOFFMAN,1970,1970,Discontinued,State
718.1,Olympus,21.33516556,-157.7772568,21,20,6.6,157,46,38.1,2359734.369,626799.521,2500,762,BWS,1939,1946,Discontinued,State
720.1,New Collins,21.2960015,-157.7867021,21,17,45.6,157,47,12.1,2355391.516,625853.303,945,288,OWENS RR,1948,1956,Discontinued,State
720.2,Waiamao,21.29961229,-157.7805909,21,17,58.6,157,46,50.1,2355796.102,626484.187,600,183,BITLING CC,1910,1913,Discontinued,State
720.3,Maunalua Hts,21.29544593,-157.7847577,21,17,43.6,157,47,5.1,2355331.57,626055.488,960,293,DUSENDSCHON RC,1969,1970,Discontinued,State
720.5,Halehoola,21.29683455,-157.773091,21,17,48.6,157,46,23.1,2355494.653,627264.6,900,274,T SCHROEDER,1978,1981,Discontinued,State
